,budget,genres,id,keywords,overview,production_companies,runtime,tagline,title,vote_average,vote_count
76,25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",276907,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 15016, ""name"": ""twins""}]","Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.","[{""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}]",131.0,"Love, fight, live, rule like a legend.",Legend,6.7,973
77,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",168530,"[{""id"": 4668, ""name"": ""police operation""}, {""id"": 15090, ""name"": ""police officer""}, {""id"": 164677, ""name"": ""brother-in-law brother-in-law relationship""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 179450, ""name"": ""black men""}]","For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Rainforest Films"", ""id"": 1309}, {""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Relativity Media"", ""id"": 7295}]",99.0,Propose to this cop's sister? Rookie mistake.,Ride Along,6.1,853
78,30000000,"[{""id"": 18, ""name"": ""Drama""}]",7214,"[{""id"": 577, ""name"": ""black people""}, {""id"": 5833, ""name"": ""autoritian education""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6278, ""name"": ""scholarship""}, {""id"": 6496, ""name"": ""basketball""}, {""id"": 7920, ""name"": ""violence in schools""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 193547, ""name"": ""teachers and students""}]","Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Tollin/Robbins Productions"", ""id"": 2184}]",136.0,It begins on the street. It ends here.,Coach Carter,7.3,496
79,90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",5175,"[{""id"": 179431, ""name"": ""duringcreditsstinger""}]","It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.","[{""name"": ""New Line Cinema"", ""id"": 12}]",90.0,Get ready for a second Rush!,Rush Hour 2,6.4,1054
80,45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2034,"[{""id"": 796, ""name"": ""police brutality""}, {""id"": 1601, ""name"": ""war on drugs""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 33426, ""name"": ""gang member""}, {""id"": 164253, ""name"": ""mexican american""}, {""id"": 183637, ""name"": ""barrio""}, {""id"": 206318, ""name"": ""cholo""}]","On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.","[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Outlaw Productions (I)"", ""id"": 19507}, {""name"": ""WV Films II"", ""id"": 24939}]",122.0,"The only thing more dangerous than the line being crossed, is the cop who will cross it.",Training Day,7.3,1634
81,44500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",68734,"[{""id"": 591, ""name"": ""cia""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 1937, ""name"": ""document""}, {""id"": 2020, ""name"": ""revolution""}, {""id"": 2430, ""name"": ""hiding place""}, {""id"": 2519, ""name"": ""canadian""}, {""id"": 2562, ""name"": ""press conference""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 15292, ""name"": ""hanged man""}, {""id"": 34061, ""name"": ""american abroad""}, {""id"": 159306, ""name"": ""crane""}, {""id"": 159514, ""name"": ""subtitled scene""}, {""id"": 161996, ""name"": ""movie poster""}, {""id"": 165340, ""name"": ""based on article""}, {""id"": 185677, ""name"": ""extraction""}, {""id"": 185684, ""name"": ""iran hostage crisis""}, {""id"": 185686, ""name"": ""sweatshop""}, {""id"": 185692, ""name"": ""intelligence agent""}, {""id"": 185699, ""name"": ""film studio""}, {""id"": 185702, ""name"": ""langley virginia""}, {""id"": 208289, ""name"": ""1980s""}]","As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.","[{""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}]",120.0,The movie was fake. The mission was real.,Argo,7.1,3423
82,60000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",497,"[{""id"": 531, ""name"": ""southern usa""}, {""id"": 577, ""name"": ""black people""}, {""id"": 791, ""name"": ""mentally disabled""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2499, ""name"": ""heal""}, {""id"": 2501, ""name"": ""death row""}, {""id"": 2881, ""name"": ""jail guard""}, {""id"": 5571, ""name"": ""great depression""}, {""id"": 9774, ""name"": ""prison guard""}, {""id"": 11263, ""name"": ""electric chair""}, {""id"": 156597, ""name"": ""magic realism""}, {""id"": 167696, ""name"": ""healing""}, {""id"": 180162, ""name"": ""death row inmate""}, {""id"": 214548, ""name"": ""1930s""}]","A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.","[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Darkwoods Productions"", ""id"": 3982}, {""name"": ""Warner Bros."", ""id"": 6194}]",189.0,Miracles do happen.,The Green Mile,8.2,4048
83,145000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",56292,"[{""id"": 1721, ""name"": ""fight""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 17992, ""name"": ""broken arm""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 156767, ""name"": ""nuclear threat""}]","In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""TC Productions"", ""id"": 21777}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}, {""name"": ""Kontsept Film Company"", ""id"": 76067}]",133.0,No Plan. No Backup. No Choice.,Mission: Impossible - Ghost Protocol,6.8,3972
84,45000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",388,"[{""id"": 1929, ""name"": ""bank manager""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 1933, ""name"": ""nazi background""}, {""id"": 1937, ""name"": ""document""}, {""id"": 1954, ""name"": ""ultimatum""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 33672, ""name"": ""financial transactions""}]","Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.","[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]",129.0,It looked like the perfect bank robbery. But you can't judge a crime by its cover.,Inside Man,7.3,1630
85,139000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",557,"[{""id"": 1014, ""name"": ""loss of lover""}, {""id"": 3986, ""name"": ""spider""}, {""id"": 4543, ""name"": ""thanksgiving""}, {""id"": 5812, ""name"": ""bad boss""}, {""id"": 6062, ""name"": ""hostility""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 11794, ""name"": ""pokies""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 169887, ""name"": ""reference to superman""}, {""id"": 189094, ""name"": ""goblin""}]","After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]",121.0,With great power comes great responsibility.,Spider-Man,6.8,5265
86,53000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",22803,"[{""id"": 331, ""name"": ""tattoo""}, {""id"": 352, ""name"": ""secret passage""}, {""id"": 3605, ""name"": ""baseball bat""}, {""id"": 5011, ""name"": ""deal""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 33518, ""name"": ""district attorney""}, {""id"": 33519, ""name"": ""courtroom""}, {""id"": 193551, ""name"": ""vigilantism""}]",A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,"[{""name"": ""Film Department, The"", ""id"": 5257}, {""name"": ""Evil Twins"", ""id"": 5802}, {""name"": ""Warp Films"", ""id"": 12180}]",109.0,The System Must Pay.,Law Abiding Citizen,7.2,1486
87,105000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",64682,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 3929, ""name"": ""hope""}, {""id"": 209714, ""name"": ""3d""}]","An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.","[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Bazmark Films"", ""id"": 240}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""A&E Television Networks"", ""id"": 11858}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Spectrum Films"", ""id"": 14604}]",143.0,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,The Great Gatsby,7.3,3769
88,29000000,"[{""id"": 18, ""name"": ""Drama""}]",22881,"[{""id"": 579, ""name"": ""american football""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 2470, ""name"": ""education""}, {""id"": 3551, ""name"": ""private school""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 155791, ""name"": ""american football player""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","Oversized African-American, Michael Oher, the teen from across the tracks and a broken home, has nowhere to sleep at age 16. Taken in by an affluent Memphis couple, Michael embarks on a remarkable rise to play for the NFL.","[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Left Tackle Pictures"", ""id"": 12193}, {""name"": ""Zucker/Netter Productions"", ""id"": 12194}]",129.0,Based on the extraordinary true story,The Blind Side,7.2,1597
89,280000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",99861,"[{""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 155030, ""name"": ""superhero team""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 209714, ""name"": ""3d""}]","When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earthâs Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.","[{""name"": ""Marvel Studios"", ""id"": 420}, {""name"": ""Prime Focus"", ""id"": 15357}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",141.0,A New Age Has Come.,Avengers: Age of Ultron,7.3,6767
90,52000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",640,"[{""id"": 3202, ""name"": ""con man""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 172889, ""name"": ""overhead camera shot""}, {""id"": 177465, ""name"": ""attempted jailbreak""}, {""id"": 177473, ""name"": ""engagement party""}, {""id"": 177482, ""name"": ""mislaid trust""}, {""id"": 214810, ""name"": ""bank fraud""}, {""id"": 231069, ""name"": ""inspired by a true story""}]","A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.","[{""name"": ""Kemp Company"", ""id"": 367}, {""name"": ""Splendid Pictures"", ""id"": 368}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]",141.0,The true story of a real fake.,Catch Me If You Can,7.7,3795
91,14000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",205596,"[{""id"": 237, ""name"": ""gay""}, {""id"": 392, ""name"": ""england""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 2303, ""name"": ""mathematician""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 208394, ""name"": ""logician""}, {""id"": 208395, ""name"": ""cryptography""}]","Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.","[{""name"": ""Black Bear Pictures"", ""id"": 22146}, {""name"": ""Bristol Automotive"", ""id"": 38145}]",113.0,The true enigma was the man who cracked the code.,The Imitation Game,8.0,5723
92,65000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",227306,"[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 6091, ""name"": ""war""}, {""id"": 10456, ""name"": ""athlete""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 208820, ""name"": ""olympic athlete""}]","A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.","[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}, {""name"": ""Jolie Pas"", ""id"": 39443}]",137.0,Survival. Resilience. Redemption.,Unbroken,7.3,1400
93,55000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",109424,"[{""id"": 3799, ""name"": ""ship""}, {""id"": 4245, ""name"": ""hijacking""}, {""id"": 4265, ""name"": ""somalia""}, {""id"": 5420, ""name"": ""fisherman""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12987, ""name"": ""poverty""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 13015, ""name"": ""terrorism""}, {""id"": 15248, ""name"": ""commando""}, {""id"": 155238, ""name"": ""hijack""}, {""id"": 158022, ""name"": ""cargo ship""}, {""id"": 167843, ""name"": ""ship captain""}, {""id"": 195737, ""name"": ""ship hijacking""}, {""id"": 195739, ""name"": ""somali""}, {""id"": 195741, ""name"": ""commando unit""}]","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.","[{""name"": ""Columbia Pictures"", ""id"": 5}]",134.0,Out here survival is everything.,Captain Phillips,7.6,2454
94,165000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",157336,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 641, ""name"": ""single parent""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 1963, ""name"": ""expedition""}, {""id"": 3417, ""name"": ""wormhole""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4337, ""name"": ""famine""}, {""id"": 4380, ""name"": ""black hole""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 8056, ""name"": ""quantum mechanics""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 13127, ""name"": ""farmhouse""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 33479, ""name"": ""single father""}, {""id"": 154846, ""name"": ""farmer""}, {""id"": 156039, ""name"": ""space station""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 160331, ""name"": ""astrophysics""}, {""id"": 162630, ""name"": ""zero gravity""}, {""id"": 189098, ""name"": ""courage""}, {""id"": 208757, ""name"": ""time paradox""}, {""id"": 214349, ""name"": ""relativity""}]",Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}, {""name"": ""Lynda Obst Productions"", ""id"": 13769}]",169.0,Mankind was born on Earth. It was never meant to die here.,Interstellar,8.1,10867
95,40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",193756,"[{""id"": 6091, ""name"": ""war""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 11219, ""name"": ""navy seal""}, {""id"": 162365, ""name"": ""military""}, {""id"": 181325, ""name"": ""dangerous mission""}]","Based on the failed June 28, 2005 mission ""Operation Red Wing."" Four members of SEAL Team 10, were tasked with the mission to capture or kill notorious Taliban leader, Ahmad Shah. Only one member of the team survived.","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Herrick Entertainment"", ""id"": 6666}, {""name"": ""Leverage Management"", ""id"": 8536}, {""name"": ""Closest to the Hole Productions"", ""id"": 8537}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Envision Entertainment Corporation"", ""id"": 11030}, {""name"": ""Film 44"", ""id"": 20153}, {""name"": ""Foresight Unlimited"", ""id"": 21897}, {""name"": ""Hollywood Studios International"", ""id"": 22610}, {""name"": ""Spikings Entertainment"", ""id"": 22611}]",121.0,Based on True Acts of Courage,Lone Survivor,7.4,1526
96,8000000,"[{""id"": 18, ""name"": ""Drama""}]",1885,"[{""id"": 1439, ""name"": ""flat""}, {""id"": 2063, ""name"": ""taskmaster""}, {""id"": 3436, ""name"": ""karate""}, {""id"": 5698, ""name"": ""egg""}, {""id"": 9963, ""name"": ""kids and family""}, {""id"": 14735, ""name"": ""motorcycle""}]","Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.","[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Delphi Films"", ""id"": 4267}]",126.0,Only the 'Old One' could teach him the secrets of the masters.,The Karate Kid,6.9,891
97,50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",107846,"[{""id"": 378, ""name"": ""prison""}, {""id"": 789, ""name"": ""muslim""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 10092, ""name"": ""mystery""}, {""id"": 10568, ""name"": ""science fiction""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 156786, ""name"": ""prison escape""}, {""id"": 214596, ""name"": ""cia agent""}]","Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars.","[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Mark Canton Productions"", ""id"": 11761}, {""name"": ""Envision Entertainment"", ""id"": 31832}, {""name"": ""Boies / Schiller Film Group"", ""id"": 36212}, {""name"": ""Knightsbridge Entertainment"", ""id"": 46961}]",115.0,No one breaks out alone.,Escape Plan,6.7,1659
98,60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2501,"[{""id"": 90, ""name"": ""paris""}, {""id"": 107, ""name"": ""barcelona spain""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 3022, ""name"": ""passport""}, {""id"": 3045, ""name"": ""mission of murder""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 15156, ""name"": ""cell phone""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 33507, ""name"": ""multiple identities""}, {""id"": 159433, ""name"": ""surveillance camera""}, {""id"": 164713, ""name"": ""hamburg germany""}, {""id"": 174617, ""name"": ""fishing boat""}, {""id"": 185702, ""name"": ""langley virginia""}, {""id"": 187023, ""name"": ""safe deposit box""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 188955, ""name"": ""hand to hand combat""}]","Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy â but who does he work for?","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Hypnotic"", ""id"": 7384}, {""name"": ""Kalima Productions GmbH & Co. KG"", ""id"": 7385}, {""name"": ""Stillking Films"", ""id"": 11345}]",119.0,He was the perfect weapon until he became the target.,The Bourne Identity,7.3,3583
99,125000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",955,"[{""id"": 321, ""name"": ""terror""}, {""id"": 514, ""name"": ""spain""}, {""id"": 591, ""name"": ""cia""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1418, ""name"": ""skyscraper""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2695, ""name"": ""ex-lover""}, {""id"": 3269, ""name"": ""secret mission""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 12965, ""name"": ""duel""}, {""id"": 14675, ""name"": ""lethal virus""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18031, ""name"": ""rescue team""}, {""id"": 33705, ""name"": ""agent""}, {""id"": 33885, ""name"": ""car""}, {""id"": 191881, ""name"": ""research laboratory""}]","With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.","[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Munich Film Partners & Company (MFP) MI2 Productions"", ""id"": 51199}]",123.0,Expect the impossible again.,Mission: Impossible II,5.9,1928
